"Line_2_L_1, L_2 = 1.6, 0.4","Line_3_L_1, L_2 = 1.65, 0.35","Line_4_L_1, L_2 = 1.7, 0.3","Line_5_L_1, L_2 = 1.75, 0.25",Line_6_run_20250918-135509
1.0,1.0,1.0,1.0,1.0
1.0,0.9554093290067255,0.8675030693513134,0.7896765350825252,0.7200563677500568
0.9999867234531821,0.9220859863233047,0.7843051914136749,0.6798404071328221,0.6023645261899313
0.9999766350100873,0.8960380261786522,0.7164806074085377,0.5930649809410027,0.5095226946080221
0.9999977242322056,0.8730407135165675,0.6526598933475921,0.5103275889308847,0.4181147639495424
0.999965580382233,0.8537955693070304,0.5946506230023955,0.4368382336514771,0.3390256433067589
1.0000156656327943,0.8444897390826365,0.5471655219900199,0.3799183744285245,0.2818138810335435
1.0000061360299033,0.8454148139010917,0.5146751448148273,0.3422669799552806,0.2489433003859664
0.999980090758394,0.8539422194723826,0.496613770844961,0.32455800234896987,0.25162258664886705
1.000066299474906,0.8706407129194591,0.48822419247190013,0.3166300217868037,0.2558709780042047
0.9999091733578179,0.9010750224968465,0.4896647400590874,0.31508964353296787,0.252513102317846
0.9999905237079459,0.947072844134478,0.5015491261784535,0.3209229124841646,0.24964119487071698
1.0000317615122187,0.9005309043265713,0.49003187270587595,0.3150577406424031,0.24471856600352182
0.9998466302248357,0.8867315655113005,0.48989769156439833,0.31459447686809033,0.24307262325920975
0.9999753597464704,0.8749620791654432,0.4877603738690307,0.3157796185745335,0.24051226969463
0.9999552282614145,0.8708564773378886,0.4840014295155055,0.31429187639935235,0.2379037201979653
0.999954790264385,0.872016833703449,0.48207135432510845,0.311700788822535,0.23611763783921355
1.0000591314498766,0.874072147484516,0.48193905619002564,0.3094266560955318,0.23557747944183965
0.9999436246562944,0.8748847129517123,0.4819864718312192,0.30872807133216074,0.23480306140216503
0.9999646072029111,0.8744307741214437,0.48175171302499764,0.3085655712523961,0.2336198976507638
0.9997654982221738,0.8736042780638208,0.4815640237535038,0.3084167474546308,0.23212698203786594
